2015-04-26 19:08:15,685 CONFIG [com.gigaspaces.logger] - Log file: /Users/dxd/gigaspaces-xap-premium-9.5.1-ga/logs/2015-04-26~19.08-gigaspaces-service-192.168.1.100-6238.log
Organization writes: Points [subject=a20, time=2015-04-26 19:19:52.337, clock=69, value=500, id=null]
Organization writes: Points [subject=a30, time=2015-04-26 19:19:52.339, clock=69, value=500, id=null]
object notification: Points [subject=a10, time=2015-04-26 19:19:52.335, clock=69, value=500, id=null]
Event processed UpdateClock(69)
Event sent to object      a10 points(500)
Event processed UpdatePoints(500)
Organization writes: Points [subject=a40, time=2015-04-26 19:19:52.341, clock=69, value=500, id=null]
object notification: Points [subject=a30, time=2015-04-26 19:19:52.339, clock=69, value=500, id=null]
Event sent to object      a30 points(500)
object notification: Points [subject=a40, time=2015-04-26 19:19:52.341, clock=69, value=500, id=null]
Event sent to object      a40 points(500)
Event processed UpdateClock(69)
Event processed UpdatePoints(500)
Event processed UpdateClock(69)
Event processed UpdatePoints(500)
object notification: Time [clock=70, time=null]
Event sent to object      a10 clock(70)
object notification: Time [clock=70, time=null]
object notification: Time [clock=70, time=null]
Event sent to object      a40 clock(70)
Event sent to object      a30 clock(70)
org notification: Time [clock=70, time=null]
org notified sent time(70).
Organization writes: Points [subject=a10, time=2015-04-26 19:20:02.343, clock=70, value=500, id=null]
Organization writes: Points [subject=a20, time=2015-04-26 19:20:02.345, clock=70, value=500, id=null]
object notification: Points [subject=a10, time=2015-04-26 19:20:02.343, clock=70, value=500, id=null]
Event sent to object      a10 points(500)
Organization writes: Points [subject=a30, time=2015-04-26 19:20:02.347, clock=70, value=500, id=null]
Organization writes: Points [subject=a40, time=2015-04-26 19:20:02.35, clock=70, value=500, id=null]
object notification: Points [subject=a30, time=2015-04-26 19:20:02.347, clock=70, value=500, id=null]
Event sent to object      a30 points(500)
object notification: Points [subject=a40, time=2015-04-26 19:20:02.35, clock=70, value=500, id=null]
Event sent to object      a40 points(500)
Event processed UpdateClock(70)
Event processed UpdatePoints(500)
Event processed UpdateClock(70)
Event processed UpdatePoints(500)
Event processed UpdateClock(70)
Event processed UpdatePoints(500)
object notification: Time [clock=71, time=null]
Event sent to object      a10 clock(71)
object notification: Time [clock=71, time=null]
org notification: Time [clock=71, time=null]
org notified sent time(71).
object notification: Time [clock=71, time=null]
Event sent to object      a40 clock(71)
Event sent to object      a30 clock(71)
Organization notifies object (write): Obligation [subject=ra1, obligation=[surround(1, 1)], sanction=[reduce(g, 500)], deadline=72, time=2015-04-26 19:20:12.364, clock=71]
Organization notifies object (write): Obligation [subject=a10, obligation=[at(1, 0, a10)], sanction=[reduce(a10, 500)], deadline=72, time=2015-04-26 19:20:12.366, clock=71]
Organization notifies object (write): Obligation [subject=a20, obligation=[at(0, 1, a20)], sanction=[reduce(a20, 500)], deadline=72, time=2015-04-26 19:20:12.369, clock=71]
object notification: Obligation [subject=a10, obligation=[at(1, 0, a10)], sanction=[reduce(a10, 500)], deadline=72, time=2015-04-26 19:20:12.366, clock=71]
Event sent to object      a10 obligation([at(1, 0, a10)], 72, [reduce(a10, 500)])
Organization notifies object (write): Obligation [subject=a30, obligation=[at(2, 1, a30)], sanction=[reduce(a30, 500)], deadline=72, time=2015-04-26 19:20:12.372, clock=71]
Organization notifies object (write): Obligation [subject=a40, obligation=[at(1, 2, a40)], sanction=[reduce(a40, 500)], deadline=72, time=2015-04-26 19:20:12.375, clock=71]
object notification: Obligation [subject=a30, obligation=[at(2, 1, a30)], sanction=[reduce(a30, 500)], deadline=72, time=2015-04-26 19:20:12.372, clock=71]
Event sent to object      a30 obligation([at(2, 1, a30)], 72, [reduce(a30, 500)])
object notification: Obligation [subject=a40, obligation=[at(1, 2, a40)], sanction=[reduce(a40, 500)], deadline=72, time=2015-04-26 19:20:12.375, clock=71]
Event sent to object      a40 obligation([at(1, 2, a40)], 72, [reduce(a40, 500)])
Organization writes: Points [subject=a10, time=2015-04-26 19:20:12.378, clock=71, value=500, id=null]
Organization writes: Points [subject=a20, time=2015-04-26 19:20:12.381, clock=71, value=500, id=null]
object notification: Points [subject=a10, time=2015-04-26 19:20:12.378, clock=71, value=500, id=null]
Event sent to object      a10 points(500)
Organization writes: Points [subject=a30, time=2015-04-26 19:20:12.383, clock=71, value=500, id=null]
Organization writes: Points [subject=a40, time=2015-04-26 19:20:12.385, clock=71, value=500, id=null]
object notification: Points [subject=a30, time=2015-04-26 19:20:12.383, clock=71, value=500, id=null]
Event sent to object      a30 points(500)
object notification: Points [subject=a40, time=2015-04-26 19:20:12.385, clock=71, value=500, id=null]
Event sent to object      a40 points(500)
Event processed UpdateClock(71)
Event processed adoptObligation(at(1, 2, a40), 72, reduce(a40, 500))
Event processed UpdatePoints(500)
Event processed UpdateClock(71)
Event processed adoptObligation(at(1, 0, a10), 72, reduce(a10, 500))
Event processed UpdatePoints(500)
Event processed UpdateClock(71)
Event processed adoptObligation(at(2, 1, a30), 72, reduce(a30, 500))
Event processed UpdatePoints(500)
object notification: Time [clock=72, time=null]
Event sent to object      a10 clock(72)
object notification: Time [clock=72, time=null]
Event sent to object      a40 clock(72)
org notification: Time [clock=72, time=null]
org notified sent time(72).
object notification: Time [clock=72, time=null]
Event sent to object      a30 clock(72)
Organization writes: Points [subject=a10, time=2015-04-26 19:20:22.367, clock=72, value=500, id=null]
Organization writes: Points [subject=a20, time=2015-04-26 19:20:22.369, clock=72, value=500, id=null]
object notification: Points [subject=a10, time=2015-04-26 19:20:22.367, clock=72, value=500, id=null]
Event sent to object      a10 points(500)
Organization writes: Points [subject=a30, time=2015-04-26 19:20:22.372, clock=72, value=500, id=null]
Organization writes: Points [subject=a40, time=2015-04-26 19:20:22.374, clock=72, value=500, id=null]
object notification: Points [subject=a30, time=2015-04-26 19:20:22.372, clock=72, value=500, id=null]
Event sent to object      a30 points(500)
object notification: Points [subject=a40, time=2015-04-26 19:20:22.374, clock=72, value=500, id=null]
Event sent to object      a40 points(500)
Event processed UpdateClock(72)
Event processed UpdatePoints(500)
Event processed UpdateClock(72)
Event processed UpdatePoints(500)
Event processed UpdateClock(72)
Event processed UpdatePoints(500)
object notification: Time [clock=73, time=null]
Event sent to object      a10 clock(73)
object notification: Time [clock=73, time=null]
Event sent to object      a40 clock(73)
org notification: Time [clock=73, time=null]
org notified sent time(73).
object notification: Time [clock=73, time=null]
Event sent to object      a30 clock(73)
Organization writes: Points [subject=a10, time=2015-04-26 19:20:32.58, clock=73, value=500, id=null]
Organization writes: Points [subject=a20, time=2015-04-26 19:20:32.582, clock=73, value=500, id=null]
object notification: Points [subject=a10, time=2015-04-26 19:20:32.58, clock=73, value=500, id=null]
Event sent to object      a10 points(500)
Organization writes: Points [subject=a30, time=2015-04-26 19:20:32.586, clock=73, value=500, id=null]
Event processed UpdateClock(73)
Organization writes: Points [subject=a40, time=2015-04-26 19:20:32.588, clock=73, value=500, id=null]
object notification: Points [subject=a30, time=2015-04-26 19:20:32.586, clock=73, value=500, id=null]
Event sent to object      a30 points(500)
object notification: Points [subject=a40, time=2015-04-26 19:20:32.588, clock=73, value=500, id=null]
Event sent to object      a40 points(500)
Event processed UpdateClock(73)
Event processed UpdatePoints(500)
Event processed UpdateClock(73)
Event processed UpdatePoints(500)
Event processed UpdatePoints(500)
object notification: Time [clock=74, time=null]
Event sent to object      a10 clock(74)
object notification: Time [clock=74, time=null]
Event sent to object      a40 clock(74)
org notification: Time [clock=74, time=null]
org notified sent time(74).
Organization notifies object (write): Obligation [subject=ra1, obligation=[surround(1, 1)], sanction=[reduce(g, 500)], deadline=75, time=2015-04-26 19:20:43.126, clock=74]
object notification: Time [clock=74, time=null]
Event sent to object      a30 clock(74)
Organization notifies object (write): Obligation [subject=a10, obligation=[at(1, 0, a10)], sanction=[reduce(a10, 500)], deadline=75, time=2015-04-26 19:20:43.128, clock=74]
Organization notifies object (write): Obligation [subject=a20, obligation=[at(0, 1, a20)], sanction=[reduce(a20, 500)], deadline=75, time=2015-04-26 19:20:43.13, clock=74]
object notification: Obligation [subject=a10, obligation=[at(1, 0, a10)], sanction=[reduce(a10, 500)], deadline=75, time=2015-04-26 19:20:43.128, clock=74]
Event sent to object      a10 obligation([at(1, 0, a10)], 75, [reduce(a10, 500)])
Organization notifies object (write): Obligation [subject=a30, obligation=[at(2, 1, a30)], sanction=[reduce(a30, 500)], deadline=75, time=2015-04-26 19:20:43.134, clock=74]
Organization notifies object (write): Obligation [subject=a40, obligation=[at(1, 2, a40)], sanction=[reduce(a40, 500)], deadline=75, time=2015-04-26 19:20:43.137, clock=74]
object notification: Obligation [subject=a30, obligation=[at(2, 1, a30)], sanction=[reduce(a30, 500)], deadline=75, time=2015-04-26 19:20:43.134, clock=74]
Event sent to object      a30 obligation([at(2, 1, a30)], 75, [reduce(a30, 500)])
object notification: Obligation [subject=a40, obligation=[at(1, 2, a40)], sanction=[reduce(a40, 500)], deadline=75, time=2015-04-26 19:20:43.137, clock=74]
Event sent to object      a40 obligation([at(1, 2, a40)], 75, [reduce(a40, 500)])
Organization writes: Points [subject=a10, time=2015-04-26 19:20:43.141, clock=74, value=500, id=null]
Organization writes: Points [subject=a20, time=2015-04-26 19:20:43.143, clock=74, value=500, id=null]
object notification: Points [subject=a10, time=2015-04-26 19:20:43.141, clock=74, value=500, id=null]
Event sent to object      a10 points(500)
Organization writes: Points [subject=a30, time=2015-04-26 19:20:43.146, clock=74, value=500, id=null]
Organization writes: Points [subject=a40, time=2015-04-26 19:20:43.148, clock=74, value=500, id=null]
object notification: Points [subject=a30, time=2015-04-26 19:20:43.146, clock=74, value=500, id=null]
Event sent to object      a30 points(500)
object notification: Points [subject=a40, time=2015-04-26 19:20:43.148, clock=74, value=500, id=null]
Event sent to object      a40 points(500)
Event processed UpdateClock(74)
Event processed adoptObligation(at(1, 0, a10), 75, reduce(a10, 500))
Event processed UpdatePoints(500)
Event processed UpdateClock(74)
Event processed adoptObligation(at(1, 2, a40), 75, reduce(a40, 500))
Event processed UpdatePoints(500)
Event processed UpdateClock(74)
Event processed adoptObligation(at(2, 1, a30), 75, reduce(a30, 500))
Event processed UpdatePoints(500)
object notification: Time [clock=75, time=null]
Event sent to object      a10 clock(75)
object notification: Time [clock=75, time=null]
Event sent to object      a40 clock(75)
org notification: Time [clock=75, time=null]
org notified sent time(75).
Organization writes: Points [subject=a10, time=2015-04-26 19:20:53.24, clock=75, value=500, id=null]
object notification: Time [clock=75, time=null]
Event sent to object      a30 clock(75)
Organization writes: Points [subject=a20, time=2015-04-26 19:20:53.245, clock=75, value=500, id=null]
object notification: Points [subject=a10, time=2015-04-26 19:20:53.24, clock=75, value=500, id=null]
Event sent to object      a10 points(500)
Organization writes: Points [subject=a30, time=2015-04-26 19:20:53.249, clock=75, value=500, id=null]
Event processed UpdateClock(75)
Organization writes: Points [subject=a40, time=2015-04-26 19:20:53.253, clock=75, value=500, id=null]
object notification: Points [subject=a30, time=2015-04-26 19:20:53.249, clock=75, value=500, id=null]
Event sent to object      a30 points(500)
object notification: Points [subject=a40, time=2015-04-26 19:20:53.253, clock=75, value=500, id=null]
Event sent to object      a40 points(500)
Event processed UpdateClock(75)
Event processed UpdatePoints(500)
Event processed UpdateClock(75)
Event processed UpdatePoints(500)
Event processed UpdatePoints(500)
object notification: Time [clock=76, time=null]
Event sent to object      a10 clock(76)
object notification: Time [clock=76, time=null]
Event sent to object      a40 clock(76)
org notification: Time [clock=76, time=null]
org notified sent time(76).
Organization writes: Points [subject=a10, time=2015-04-26 19:21:03.245, clock=76, value=500, id=null]
object notification: Time [clock=76, time=null]
Event sent to object      a30 clock(76)
Organization writes: Points [subject=a20, time=2015-04-26 19:21:03.25, clock=76, value=500, id=null]
object notification: Points [subject=a10, time=2015-04-26 19:21:03.245, clock=76, value=500, id=null]
Event sent to object      a10 points(500)
Organization writes: Points [subject=a30, time=2015-04-26 19:21:03.254, clock=76, value=500, id=null]
Organization writes: Points [subject=a40, time=2015-04-26 19:21:03.256, clock=76, value=500, id=null]
object notification: Points [subject=a30, time=2015-04-26 19:21:03.254, clock=76, value=500, id=null]
Event sent to object      a30 points(500)
object notification: Points [subject=a40, time=2015-04-26 19:21:03.256, clock=76, value=500, id=null]
Event sent to object      a40 points(500)
Event processed UpdateClock(76)
Event processed UpdatePoints(500)
Event processed UpdateClock(76)
Event processed UpdatePoints(500)
Event processed UpdateClock(76)
Event processed UpdatePoints(500)
object notification: Time [clock=77, time=null]
Event sent to object      a10 clock(77)
object notification: Time [clock=77, time=null]
Event sent to object      a40 clock(77)
org notification: Time [clock=77, time=null]
org notified sent time(77).
object notification: Time [clock=77, time=null]
Event sent to object      a30 clock(77)
Organization notifies object (write): Obligation [subject=ra1, obligation=[surround(1, 1)], sanction=[reduce(g, 500)], deadline=78, time=2015-04-26 19:21:13.885, clock=77]
Organization notifies object (write): Obligation [subject=a10, obligation=[at(1, 0, a10)], sanction=[reduce(a10, 500)], deadline=78, time=2015-04-26 19:21:13.889, clock=77]
Organization notifies object (write): Obligation [subject=a20, obligation=[at(0, 1, a20)], sanction=[reduce(a20, 500)], deadline=78, time=2015-04-26 19:21:13.891, clock=77]
object notification: Obligation [subject=a10, obligation=[at(1, 0, a10)], sanction=[reduce(a10, 500)], deadline=78, time=2015-04-26 19:21:13.889, clock=77]
Event sent to object      a10 obligation([at(1, 0, a10)], 78, [reduce(a10, 500)])
Organization notifies object (write): Obligation [subject=a30, obligation=[at(2, 1, a30)], sanction=[reduce(a30, 500)], deadline=78, time=2015-04-26 19:21:13.893, clock=77]
Organization notifies object (write): Obligation [subject=a40, obligation=[at(1, 2, a40)], sanction=[reduce(a40, 500)], deadline=78, time=2015-04-26 19:21:13.896, clock=77]
object notification: Obligation [subject=a30, obligation=[at(2, 1, a30)], sanction=[reduce(a30, 500)], deadline=78, time=2015-04-26 19:21:13.893, clock=77]
Event sent to object      a30 obligation([at(2, 1, a30)], 78, [reduce(a30, 500)])
object notification: Obligation [subject=a40, obligation=[at(1, 2, a40)], sanction=[reduce(a40, 500)], deadline=78, time=2015-04-26 19:21:13.896, clock=77]
Event sent to object      a40 obligation([at(1, 2, a40)], 78, [reduce(a40, 500)])
Organization writes: Points [subject=a10, time=2015-04-26 19:21:13.902, clock=77, value=500, id=null]
Organization writes: Points [subject=a20, time=2015-04-26 19:21:13.904, clock=77, value=500, id=null]
Organization writes: Points [subject=a30, time=2015-04-26 19:21:13.907, clock=77, value=500, id=null]
object notification: Points [subject=a10, time=2015-04-26 19:21:13.902, clock=77, value=500, id=null]
Event sent to object      a10 points(500)
Organization writes: Points [subject=a40, time=2015-04-26 19:21:13.909, clock=77, value=500, id=null]
object notification: Points [subject=a30, time=2015-04-26 19:21:13.907, clock=77, value=500, id=null]
Event sent to object      a30 points(500)
object notification: Points [subject=a40, time=2015-04-26 19:21:13.909, clock=77, value=500, id=null]
Event sent to object      a40 points(500)
Event processed UpdateClock(77)
Event processed adoptObligation(at(1, 2, a40), 78, reduce(a40, 500))
Event processed UpdatePoints(500)
Event processed UpdateClock(77)
Event processed adoptObligation(at(2, 1, a30), 78, reduce(a30, 500))
Event processed UpdatePoints(500)
Event processed UpdateClock(77)
Event processed adoptObligation(at(1, 0, a10), 78, reduce(a10, 500))
Event processed UpdatePoints(500)
object notification: Time [clock=78, time=null]
Event sent to object      a10 clock(78)
object notification: Time [clock=78, time=null]
org notification: Time [clock=78, time=null]
org notified sent time(78).
Event sent to object      a40 clock(78)
object notification: Time [clock=78, time=null]
Event sent to object      a30 clock(78)
Organization writes: Points [subject=a10, time=2015-04-26 19:21:23.89, clock=78, value=500, id=null]
object notification: Points [subject=a10, time=2015-04-26 19:21:23.89, clock=78, value=500, id=null]
Event sent to object      a10 points(500)
Organization writes: Points [subject=a20, time=2015-04-26 19:21:24.468, clock=78, value=500, id=null]
Organization writes: Points [subject=a30, time=2015-04-26 19:21:24.47, clock=78, value=500, id=null]
Organization writes: Points [subject=a40, time=2015-04-26 19:21:24.473, clock=78, value=500, id=null]
object notification: Points [subject=a30, time=2015-04-26 19:21:24.47, clock=78, value=500, id=null]
Event sent to object      a30 points(500)
object notification: Points [subject=a40, time=2015-04-26 19:21:24.473, clock=78, value=500, id=null]
Event sent to object      a40 points(500)
Event processed UpdateClock(78)
Event processed UpdatePoints(500)
Event processed UpdateClock(78)
Event processed UpdatePoints(500)
Event processed UpdateClock(78)
Event processed UpdatePoints(500)
object notification: Time [clock=79, time=null]
Event sent to object      a10 clock(79)
object notification: Time [clock=79, time=null]
Event sent to object      a40 clock(79)
object notification: Time [clock=79, time=null]
Event sent to object      a30 clock(79)
org notification: Time [clock=79, time=null]
org notified sent time(79).
Organization writes: Points [subject=a10, time=2015-04-26 19:21:34.332, clock=79, value=500, id=null]
Organization writes: Points [subject=a20, time=2015-04-26 19:21:34.335, clock=79, value=500, id=null]
object notification: Points [subject=a10, time=2015-04-26 19:21:34.332, clock=79, value=500, id=null]
Event sent to object      a10 points(500)
Organization writes: Points [subject=a30, time=2015-04-26 19:21:34.338, clock=79, value=500, id=null]
Organization writes: Points [subject=a40, time=2015-04-26 19:21:34.34, clock=79, value=500, id=null]
object notification: Points [subject=a30, time=2015-04-26 19:21:34.338, clock=79, value=500, id=null]
Event sent to object      a30 points(500)
object notification: Points [subject=a40, time=2015-04-26 19:21:34.34, clock=79, value=500, id=null]
Event sent to object      a40 points(500)
Event processed UpdateClock(79)
Event processed UpdatePoints(500)
Event processed UpdateClock(79)
Event processed UpdatePoints(500)
Event processed UpdateClock(79)
Event processed UpdatePoints(500)
object notification: Time [clock=80, time=null]
Event sent to object      a10 clock(80)
object notification: Time [clock=80, time=null]
Event sent to object      a40 clock(80)
org notification: Time [clock=80, time=null]
org notified sent time(80).
Organization notifies object (write): Obligation [subject=ra1, obligation=[surround(1, 1)], sanction=[reduce(g, 500)], deadline=81, time=2015-04-26 19:21:44.34, clock=80]
object notification: Time [clock=80, time=null]
Event sent to object      a30 clock(80)
Organization notifies object (write): Obligation [subject=a10, obligation=[at(1, 0, a10)], sanction=[reduce(a10, 500)], deadline=81, time=2015-04-26 19:21:44.345, clock=80]
Organization notifies object (write): Obligation [subject=a20, obligation=[at(0, 1, a20)], sanction=[reduce(a20, 500)], deadline=81, time=2015-04-26 19:21:44.347, clock=80]
object notification: Obligation [subject=a10, obligation=[at(1, 0, a10)], sanction=[reduce(a10, 500)], deadline=81, time=2015-04-26 19:21:44.345, clock=80]
Event sent to object      a10 obligation([at(1, 0, a10)], 81, [reduce(a10, 500)])
Organization notifies object (write): Obligation [subject=a30, obligation=[at(2, 1, a30)], sanction=[reduce(a30, 500)], deadline=81, time=2015-04-26 19:21:44.35, clock=80]
Organization notifies object (write): Obligation [subject=a40, obligation=[at(1, 2, a40)], sanction=[reduce(a40, 500)], deadline=81, time=2015-04-26 19:21:44.354, clock=80]
object notification: Obligation [subject=a30, obligation=[at(2, 1, a30)], sanction=[reduce(a30, 500)], deadline=81, time=2015-04-26 19:21:44.35, clock=80]
Event sent to object      a30 obligation([at(2, 1, a30)], 81, [reduce(a30, 500)])
Organization writes: Points [subject=a10, time=2015-04-26 19:21:44.362, clock=80, value=500, id=null]
object notification: Obligation [subject=a40, obligation=[at(1, 2, a40)], sanction=[reduce(a40, 500)], deadline=81, time=2015-04-26 19:21:44.354, clock=80]
Event sent to object      a40 obligation([at(1, 2, a40)], 81, [reduce(a40, 500)])
Organization writes: Points [subject=a20, time=2015-04-26 19:21:44.368, clock=80, value=500, id=null]
object notification: Points [subject=a10, time=2015-04-26 19:21:44.362, clock=80, value=500, id=null]
Event sent to object      a10 points(500)
Organization writes: Points [subject=a30, time=2015-04-26 19:21:44.37, clock=80, value=500, id=null]
Organization writes: Points [subject=a40, time=2015-04-26 19:21:44.372, clock=80, value=500, id=null]
object notification: Points [subject=a30, time=2015-04-26 19:21:44.37, clock=80, value=500, id=null]
Event sent to object      a30 points(500)
object notification: Points [subject=a40, time=2015-04-26 19:21:44.372, clock=80, value=500, id=null]
Event sent to object      a40 points(500)
Event processed UpdateClock(80)
Event processed adoptObligation(at(1, 0, a10), 81, reduce(a10, 500))
Event processed UpdatePoints(500)
Event processed UpdateClock(80)
Event processed adoptObligation(at(2, 1, a30), 81, reduce(a30, 500))
Event processed UpdatePoints(500)
Event processed UpdateClock(80)
Event processed adoptObligation(at(1, 2, a40), 81, reduce(a40, 500))
Event processed UpdatePoints(500)
object notification: Time [clock=81, time=null]
Event sent to object      a10 clock(81)
object notification: Time [clock=81, time=null]
object notification: Time [clock=81, time=null]
org notification: Time [clock=81, time=null]
org notified sent time(81).
Event sent to object      a40 clock(81)
Event sent to object      a30 clock(81)
Organization writes: Points [subject=a10, time=2015-04-26 19:21:54.493, clock=81, value=500, id=null]
Organization writes: Points [subject=a20, time=2015-04-26 19:21:54.495, clock=81, value=500, id=null]
object notification: Points [subject=a10, time=2015-04-26 19:21:54.493, clock=81, value=500, id=null]
Event sent to object      a10 points(500)
Organization writes: Points [subject=a30, time=2015-04-26 19:21:54.497, clock=81, value=500, id=null]
Event processed UpdateClock(81)
Organization writes: Points [subject=a40, time=2015-04-26 19:21:54.498, clock=81, value=500, id=null]
object notification: Points [subject=a30, time=2015-04-26 19:21:54.497, clock=81, value=500, id=null]
Event sent to object      a30 points(500)
object notification: Points [subject=a40, time=2015-04-26 19:21:54.498, clock=81, value=500, id=null]
Event sent to object      a40 points(500)
Event processed UpdateClock(81)
Event processed UpdatePoints(500)
Event processed UpdateClock(81)
Event processed UpdatePoints(500)
Event processed UpdatePoints(500)
object notification: Time [clock=82, time=null]
Event sent to object      a10 clock(82)
object notification: Time [clock=82, time=null]
Event sent to object      a40 clock(82)
org notification: Time [clock=82, time=null]
org notified sent time(82).
object notification: Time [clock=82, time=null]
Event sent to object      a30 clock(82)
Organization writes: Points [subject=a10, time=2015-04-26 19:22:04.56, clock=82, value=500, id=null]
Organization writes: Points [subject=a20, time=2015-04-26 19:22:04.562, clock=82, value=500, id=null]
object notification: Points [subject=a10, time=2015-04-26 19:22:04.56, clock=82, value=500, id=null]
Event sent to object      a10 points(500)
Organization writes: Points [subject=a30, time=2015-04-26 19:22:04.564, clock=82, value=500, id=null]
Organization writes: Points [subject=a40, time=2015-04-26 19:22:04.566, clock=82, value=500, id=null]
object notification: Points [subject=a30, time=2015-04-26 19:22:04.564, clock=82, value=500, id=null]
Event sent to object      a30 points(500)
object notification: Points [subject=a40, time=2015-04-26 19:22:04.566, clock=82, value=500, id=null]
Event sent to object      a40 points(500)
Event processed UpdateClock(82)
Event processed UpdatePoints(500)
Event processed UpdateClock(82)
Event processed UpdatePoints(500)
Event processed UpdateClock(82)
Event processed UpdatePoints(500)
object notification: Time [clock=83, time=null]
Event sent to object      a10 clock(83)
object notification: Time [clock=83, time=null]
org notification: Time [clock=83, time=null]
org notified sent time(83).
Event sent to object      a30 clock(83)
Organization notifies object (write): Obligation [subject=ra1, obligation=[surround(1, 1)], sanction=[reduce(g, 500)], deadline=84, time=2015-04-26 19:22:14.611, clock=83]
object notification: Time [clock=83, time=null]
Event sent to object      a40 clock(83)
Organization notifies object (write): Obligation [subject=a10, obligation=[at(1, 0, a10)], sanction=[reduce(a10, 500)], deadline=84, time=2015-04-26 19:22:14.613, clock=83]
Organization notifies object (write): Obligation [subject=a20, obligation=[at(0, 1, a20)], sanction=[reduce(a20, 500)], deadline=84, time=2015-04-26 19:22:14.615, clock=83]
object notification: Obligation [subject=a10, obligation=[at(1, 0, a10)], sanction=[reduce(a10, 500)], deadline=84, time=2015-04-26 19:22:14.613, clock=83]
Event sent to object      a10 obligation([at(1, 0, a10)], 84, [reduce(a10, 500)])
Organization notifies object (write): Obligation [subject=a30, obligation=[at(2, 1, a30)], sanction=[reduce(a30, 500)], deadline=84, time=2015-04-26 19:22:14.617, clock=83]
Organization notifies object (write): Obligation [subject=a40, obligation=[at(1, 2, a40)], sanction=[reduce(a40, 500)], deadline=84, time=2015-04-26 19:22:14.619, clock=83]
object notification: Obligation [subject=a30, obligation=[at(2, 1, a30)], sanction=[reduce(a30, 500)], deadline=84, time=2015-04-26 19:22:14.617, clock=83]
Event sent to object      a30 obligation([at(2, 1, a30)], 84, [reduce(a30, 500)])
Organization writes: Points [subject=a10, time=2015-04-26 19:22:14.623, clock=83, value=500, id=null]
object notification: Obligation [subject=a40, obligation=[at(1, 2, a40)], sanction=[reduce(a40, 500)], deadline=84, time=2015-04-26 19:22:14.619, clock=83]
Event sent to object      a40 obligation([at(1, 2, a40)], 84, [reduce(a40, 500)])
Organization writes: Points [subject=a20, time=2015-04-26 19:22:14.628, clock=83, value=500, id=null]
Event processed UpdateClock(83)
Event processed adoptObligation(at(1, 0, a10), 84, reduce(a10, 500))
Organization writes: Points [subject=a30, time=2015-04-26 19:22:14.633, clock=83, value=500, id=null]
object notification: Points [subject=a10, time=2015-04-26 19:22:14.623, clock=83, value=500, id=null]
Event sent to object      a10 points(500)
Organization writes: Points [subject=a40, time=2015-04-26 19:22:14.638, clock=83, value=500, id=null]
object notification: Points [subject=a30, time=2015-04-26 19:22:14.633, clock=83, value=500, id=null]
Event sent to object      a30 points(500)
object notification: Points [subject=a40, time=2015-04-26 19:22:14.638, clock=83, value=500, id=null]
Event sent to object      a40 points(500)
Event processed UpdateClock(83)
Event processed adoptObligation(at(2, 1, a30), 84, reduce(a30, 500))
Event processed UpdatePoints(500)
Event processed UpdateClock(83)
Event processed adoptObligation(at(1, 2, a40), 84, reduce(a40, 500))
Event processed UpdatePoints(500)
Event processed UpdatePoints(500)
object notification: Time [clock=84, time=null]
object notification: Time [clock=84, time=null]
Event sent to object      a10 clock(84)
Event sent to object      a40 clock(84)
org notification: Time [clock=84, time=null]
org notified sent time(84).
object notification: Time [clock=84, time=null]
Event sent to object      a30 clock(84)
Organization writes: Points [subject=a10, time=2015-04-26 19:22:24.859, clock=84, value=500, id=null]
Organization writes: Points [subject=a20, time=2015-04-26 19:22:24.861, clock=84, value=500, id=null]
object notification: Points [subject=a10, time=2015-04-26 19:22:24.859, clock=84, value=500, id=null]
Event sent to object      a10 points(500)
Organization writes: Points [subject=a30, time=2015-04-26 19:22:24.864, clock=84, value=500, id=null]
Organization writes: Points [subject=a40, time=2015-04-26 19:22:24.866, clock=84, value=500, id=null]
object notification: Points [subject=a30, time=2015-04-26 19:22:24.864, clock=84, value=500, id=null]
Event sent to object      a30 points(500)
object notification: Points [subject=a40, time=2015-04-26 19:22:24.866, clock=84, value=500, id=null]
Event sent to object      a40 points(500)
Event processed UpdateClock(84)
Event processed UpdatePoints(500)
Event processed UpdateClock(84)
Event processed UpdatePoints(500)
